Year,OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartments in Tract,PROPERTIES,Shape__Area,Shape__Length
2004,556,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,1.83,1247,54.945.054.945.055,160.642.570.281.125,Medium,Rise,514,15,464.163.780.010.986,971.512.087.740.264
2004,557,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2.6,2104,15.625,144.648.023.143.684,High,Significant Rise,663,4,336.876.926.522.827,780.242.635.391.176
2004,558,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2.19,1454,921.658.986.175.116,902.151.283.830.673,High,Significant Rise,446,15,532.847.460.678.101,900.494.722.654.019
2004,559,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2,1446,152.284.263.959.391,147.368.421.052.632,High,Significant Rise,261,10,102.171.584.839.813,539.463.734.519.274
2004,560,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,1.74,1146,116.279.069.767.442,123.674.911.660.777,Medium,Significant Rise,464,23,105.043.513.417.664,145.461.362.419.116
2004,561,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,1.82,1157,167.597.765.363.129,149.122.807.017.544,Medium,Significant Rise,187,15,250.524.746.053.925,256.289.245.317.132
2004,562,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,1.99,1335,101.522.842.639.594,105.980.317.940.954,High,Significant Rise,224,20,108.142.489.397.583,132.915.490.832.838
2004,563,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2.14,1472,943.396.226.415.095,102.951.269.732.327,High,Significant Rise,234,15,13.690.717.169.342,193.287.463.975.703
2004,564,53033026300,263,Census Tract 263,Rainier Beach,4.1,0,0,0,0,0,0,0,0,3.072.463.331.604,954.048.024.444.965
2004,565,53033012000,120,Census Tract 120,Arbor Heights,1.1,0,0,0,0,0,0,0,0,155.609.904.431.915,16.787.974.281.693
2004,566,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,1.8,1185,112.359.550.561.798,110.921.501.706.485,Medium,Significant Rise,170,13,122.367.180.846.863,155.520.743.493.747
2004,567,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,116.290.410.737,162.873.553.131.872
2004,568,53033010800,108,Census Tract 108,Riverview,2.3,0,0,0,0,0,0,0,0,440.874.452.204.437,390.193.474.976.913
2004,569,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,122.908.100.239.868,153.120.874.645.944
2004,570,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,1.11,681,18.348.623.853.211,103.857.566.765.579,Low,Significant Rise,93,9,847.247.171.472.168,12.629.322.933.575
2004,571,53033005306,53.06,Census Tract 53.06,University District,7.2,1.82,1001,111.111.111.111.111,111.111.111.111.111,Medium,Significant Rise,435,16,215.790.605.789.185,595.487.262.312.138
2004,572,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2.13,1300,0,23.130.300.693.909,High,Stable,981,60,35.641.156.701.355,798.727.441.919.544
2004,573,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,0,0,0,0,0,0,0,0,103.599.197.832.642,131.517.125.244.876
2004,574,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,1.53,1089,132.450.331.125.828,177.570.093.457.944,Medium,Significant Rise,623,8,179.339.272.689.209,233.508.002.922.279
2004,575,53033005600,56,Census Tract 56,Magnolia,12.1,0,0,0,0,0,0,0,0,320.450.561.363.831,299.435.055.294.428
2004,576,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,1.31,1011,31.496.062.992.126,305.810.397.553.517,Low,Significant Rise,613,36,642.717.188.375.854,108.464.930.444.777
2004,577,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2.11,1217,956.937.799.043.063,10.797.342.192.691,High,Significant Rise,1032,82,119.591.937.410.278,214.772.648.301.767
2004,578,53033005700,57,Census Tract 57,Magnolia,12.1,1.48,1110,136.986.301.369.863,109.289.617.486.339,Medium,Significant Rise,352,28,533.055.844.251.709,445.065.655.358.236
2004,579,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,1.62,996,125,163.265.306.122.449,Medium,Significant Rise,389,29,844.908.671.850.586,190.752.924.234.318
2004,580,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2.31,1490,131.578.947.368.422,108.548.168.249.661,High,Significant Rise,777,18,270.076.660.922.241,927.581.826.751.285
2004,581,53033008300,83,Census Tract 83,First Hill,6.1,1.85,1279,109.289.617.486.339,134.706.814.580.032,Medium,Significant Rise,943,13,256.127.649.777.222,863.213.489.440.587
2004,582,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,02.04,1167,990.099.009.900.991,130.208.333.333.333,Medium,Significant Rise,1454,82,321.051.993.661.499,721.962.364.175.991
2004,583,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,1.65,1066,609.756.097.560.976,104.265.402.843.602,Medium,Significant Rise,105,7,238.999.074.262.695,282.587.625.684.306
2004,584,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2.13,1372,9.478.672.985.782,103.092.783.505.155,High,Significant Rise,230,27,102.100.388.581.238,132.025.268.569.703
2004,585,53033008500,85,Census Tract 85,First Hill,6.1,2.29,1527,881.057.268.722.468,125.994.694.960.212,High,Significant Rise,884,18,48.541.213.192.749,902.558.161.466.663
2004,586,53033026500,265,Census Tract 265,Highland Park,2.5,0,0,0,0,0,0,0,0,461.767.548.258.972,112.349.647.811.896
2004,587,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,01.04,725,196.078.431.372.549,182.584.269.662.921,Low,Significant Rise,80,6,167.108.428.944.397,200.119.659.924.997
2004,588,53033011300,113,Census Tract 113,Highland Park,2.5,0.97,787,-202.020.202.020.202,-17.478.152.309.613,Low,Decline,328,16,372.606.829.683.075,271.841.613.850.878
2004,589,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,1.27,899,793.650.793.650.794,101.123.595.505.618,Low,Significant Rise,240,12,165.586.527.529.297,198.873.089.363.241
2004,590,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,1.64,1007,613.496.932.515.338,110.441.767.068.273,Medium,Significant Rise,375,24,11.724.162.319.458,144.588.370.353.337
2004,591,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,1.82,1343,111.111.111.111.111,112.951.807.228.916,High,Significant Rise,422,9,884.114.588.363.647,133.249.900.925.288
2004,592,53033000102,01.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,1.5,1061,671.140.939.597.316,568.720.379.146.919,Low,Significant Rise,519,13,154.468.214.830.017,195.523.623.304.664
2004,593,53033004701,47.01,Census Tract 47.01,Ballard,10.4,1.93,1350,104.712.041.884.817,112.359.550.561.798,High,Significant Rise,611,47,603.602.832.614.136,135.390.476.262.898
2004,594,53033004500,45,Census Tract 45,Wallingford,11.2,0,0,0,0,0,0,0,0,72.221.098.883.667,110.183.020.934.985
2004,595,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,1.49,1073,136.054.421.768.708,122.641.509.433.962,Low,Significant Rise,241,23,106.147.911.058.044,133.663.196.709.081
2004,596,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,1.29,1148,15.748.031.496.063,105.633.802.816.901,Low,Significant Rise,178,10,133.906.642.680.969,182.861.439.211.159
2004,597,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,1.91,1153,105.820.105.820.106,114.035.087.719.298,Medium,Significant Rise,995,49,12.760.890.690.918,522.749.528.678.734
2004,598,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,1.9,1225,106.382.978.723.404,115.606.936.416.185,Medium,Significant Rise,1561,76,474.686.984.552.002,949.079.905.735.624
2004,599,53033005803,58.03,Census Tract 58.03,Interbay,12.2,1.35,992,746.268.656.716.419,132.788.559.754.852,Low,Significant Rise,323,29,895.617.342.456.055,171.291.988.103.483
2004,600,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,1.42,1090,142.857.142.857.143,111.317.254.174.397,Low,Significant Rise,111,11,11.010.649.894.989,151.842.205.727.179
2004,601,53033004902,49.02,Census Tract 49.02,Fremont,11.1,1.96,1139,208.333.333.333.334,178.731.009.830.206,Medium,Significant Rise,863,65,64.482.623.397.522,108.017.314.915.315
2004,602,53033005801,58.01,Census Tract 58.01,Interbay,12.2,1.47,1275,0,0,Medium,Stable,1036,43,196.184.242.433.472,255.000.139.546.944
2004,603,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,1.97,1021,102.564.102.564.103,108.910.891.089.109,Medium,Significant Rise,1078,41,162.344.382.748.413,676.447.724.113.477
2004,604,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,1.93,1051,104.712.041.884.817,105.769.230.769.231,Medium,Significant Rise,1279,47,141.897.404.168.701,501.279.869.002.574
2004,605,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,1.45,1226,13.986.013.986.014,10.717.230.008.244,Medium,Significant Rise,395,35,192.911.721.184.692,29.764.000.341.636
2004,606,53033009600,96,Census Tract 96,Alki/Admiral,1.4,1.37,1111,735.294.117.647.059,10.919.017.288.444,Low,Significant Rise,432,32,197.415.016.534.882,207.454.059.998.832
2004,607,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,1.84,1069,10.989.010.989.011,142.314.990.512.334,Medium,Significant Rise,495,40,78.830.131.696.167,114.323.842.123.557
2004,608,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,1.59,949,127.388.535.031.847,11.727.078.891.258,Low,Significant Rise,405,23,127.792.778.645.477,17.351.055.007.292
2004,609,53033011200,112,Census Tract 112,South Park,3.1,0.91,556,111.111.111.111.111,127.504.553.734.062,Low,Significant Rise,175,15,264.638.900.310.974,270.023.375.751.905
2004,610,53033010900,109,Census Tract 109,Georgetown,3.2,1.73,863,176.470.588.235.294,141.010.575.793.184,Low,Significant Rise,137,13,516.771.227.107.849,449.787.538.438.156
2004,611,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,185.089.084.571.838,225.111.267.649.617
2004,612,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,01.02,685,990.099.009.900.991,103.244.837.758.112,Low,Significant Rise,429,19,139.700.266.890.106,204.111.700.649.139
2004,613,53033010702,107.02,Census Tract 107.02,High Point,2.2,0,0,0,0,0,0,0,0,839.692.679.307.556,149.359.302.412.484
2004,614,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,0.9,680,112.359.550.561.798,104.011.887.072.808,Low,Significant Rise,188,11,114.163.995.888.062,141.591.273.465.597
2004,615,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,1.31,933,155.038.759.689.923,141.304.347.826.087,Low,Significant Rise,810,54,139.322.423.934.631,161.340.299.149.422
2004,616,53033000202,02.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,1.14,910,88.495.575.221.239,111.111.111.111.111,Low,Significant Rise,187,6,159.301.184.908.752,172.858.273.694.368
2004,617,53033000101,01.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,1.2,858,169.491.525.423.729,141.843.971.631.206,Low,Significant Rise,1021,34,446.505.888.146.973,866.207.421.505.589
2004,618,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,1.79,1093,112.994.350.282.486,111.008.325.624.422,Medium,Significant Rise,525,58,720.285.849.346.924,111.771.813.262.219
2004,619,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,02.05,1197,985.221.674.876.848,10.126.582.278.481,High,Significant Rise,540,40,562.188.608.477.783,114.710.943.824.279
2004,620,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,1.7,1259,119.047.619.047.619,962.309.542.902.967,Medium,Significant Rise,129,8,179.451.715.240.173,189.484.812.689.278
2004,621,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,1.74,1222,116.279.069.767.442,124.275.062.137.531,Medium,Significant Rise,322,20,137.792.757.612.915,174.764.075.143.324
2004,622,53033006500,65,Census Tract 65,North Capitol Hill,6.3,1.83,1216,110.497.237.569.061,133.333.333.333.333,Medium,Significant Rise,1007,75,123.522.577.561.951,179.215.013.322.026
2004,623,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,0,0,0,0,0,0,0,0,246.106.197.424.011,400.105.992.573.485
2004,624,53033005305,53.05,Census Tract 53.05,University District,7.2,1.92,936,105.263.157.894.737,970.873.786.407.767,Medium,Significant Rise,1161,46,229.223.661.618.042,604.860.922.233.999
2004,625,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,02.02,1253,150.753.768.844.221,129.345.189.975.748,High,Significant Rise,191,5,133.980.401.758.728,15.933.937.900.155
2004,626,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,1.35,995,150.375.939.849.624,101.522.842.639.594,Low,Significant Rise,206,9,121.838.788.231.506,155.095.457.092.747
2004,627,53033006300,63,Census Tract 63,Madison Park,6.5,1.46,1107,138.888.888.888.889,10.958.904.109.589,Medium,Significant Rise,578,20,277.503.333.955.383,362.858.489.218.384
2004,628,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,1.79,1191,112.994.350.282.486,127.551.020.408.163,Medium,Significant Rise,1165,81,111.102.968.534.851,219.951.062.951.424
2004,629,53033006900,69,Census Tract 69,Queen Anne,12.3,1.55,1020,64.935.064.935.065,109.018.830.525.273,Low,Significant Rise,468,34,974.217.664.987.183,156.665.439.544.695
2004,630,53033006000,60,Census Tract 60,Queen Anne,12.3,1.83,1354,110.497.237.569.061,112.023.898.431.665,High,Significant Rise,668,56,141.587.647.126.465,191.230.326.298.116
2004,631,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2.22,1023,90.909.090.909.091,887.573.964.497.041,Medium,Significant Rise,286,20,753.663.248.083.496,141.759.240.617.134
2004,632,53033005000,50,Census Tract 50,Wallingford,11.2,1.93,1216,104.712.041.884.817,108.063.175.394.846,Medium,Significant Rise,748,60,815.194.229.489.136,11.560.148.011.522
2004,633,53033008600,86,Census Tract 86,First Hill,6.1,2.1,1147,478.468.899.521.542,702.370.500.438.982,Medium,Significant Rise,1068,46,765.661.662.564.087,116.407.206.126.296
2004,634,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2.44,1758,124.481.327.800.829,150.115.473.441.109,High,Significant Rise,1126,14,252.202.980.825.806,799.838.246.587.977
2004,635,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,1.88,1189,534.759.358.288.759,422.297.297.297.297,Medium,Significant Rise,789,46,287.629.950.189.209,787.940.433.949.822
2004,636,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2.44,1787,166.666.666.666.667,141.884.222.474.461,High,Significant Rise,559,10,302.007.566.329.956,759.170.188.344.636
2004,637,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2.15,1517,938.967.136.150.236,113.333.333.333.333,High,Significant Rise,265,6,269.934.410.806.274,742.261.069.281.975
2004,638,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,1.99,1391,153.061.224.489.796,116.363.636.363.636,High,Significant Rise,259,17,680.441.875.059.509,112.672.532.000.827
2004,639,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,02.08,1318,970.873.786.407.768,107.361.963.190.184,High,Significant Rise,747,13,441.968.526.577.759,106.083.854.115.205
2004,640,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,02.07,1215,147.058.823.529.411,125,High,Significant Rise,321,10,345.608.855.044.556,126.871.211.893.969
2004,641,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,378.260.362.597.046,294.396.267.373.345
2004,642,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,0,0,0,0,0,0,0,0,302.947.410.541.992,270.945.667.843.899
2004,643,53033000601,06.01,Census Tract 6.01,Haller Lake,9.5,1.19,841,0,598.086.124.401.914,Low,Rise,600,16,154.049.525.828.857,200.789.564.759.328
2004,644,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,1.87,943,537.634.408.602.151,107.181.136.120.043,Medium,Significant Rise,274,22,138.280.616.665.344,166.343.489.620.973
2004,645,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,0.74,862,0,105.509.964.830.012,Low,Significant Rise,59,4,12.300.447.062.561,139.603.795.463.703
2004,646,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,1.23,981,819.672.131.147.542,11.340.206.185.567,Low,Significant Rise,440,22,230.733.886.559.448,305.363.374.485.091
2004,647,53033001300,13,Census Tract 13,Licton Springs,9.2,1.33,831,757.575.757.575.758,109.489.051.094.891,Low,Significant Rise,823,67,127.100.369.901.733,148.810.870.453.396
2004,648,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2.24,1182,135.746.606.334.843,102.564.102.564.103,High,Significant Rise,159,6,672.279.139.416.504,103.925.315.540.704
2004,649,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,1.73,1028,116.959.064.327.485,118.110.236.220.472,Medium,Significant Rise,1374,50,385.629.005.014.038,953.030.256.857.274
2004,650,53033004800,48,Census Tract 48,Fremont,11.1,1.98,1148,102.040.816.326.531,105.633.802.816.901,Medium,Significant Rise,216,25,138.338.868.196.411,188.222.365.726.525
2004,651,53033005100,51,Census Tract 51,Wallingford,11.2,2.54,1120,119.521.912.350.599,991.884.580.703.336,High,Significant Rise,248,22,949.035.015.280.151,134.625.915.467.426
2004,652,53033008200,82,Census Tract 82,First Hill,6.1,2.35,1786,173.160.173.160.173,15.349.630.471.859,High,Significant Rise,810,11,404.477.382.589.722,91.021.403.414.799
2004,653,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2.11,972,956.937.799.043.063,103.950.103.950.104,Medium,Significant Rise,177,8,938.181.013.056.946,153.116.567.050.508
2004,654,53033012100,121,Census Tract 121,Arbor Heights,1.1,0,0,0,0,0,0,0,0,185.389.009.337.463,259.836.162.383.482
2004,655,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,0,0,0,0,0,0,0,0,180.976.407.372.589,204.856.455.423.004
2004,656,53033000602,06.02,Census Tract 6.02,Haller Lake,9.5,01.07,914,-925.925.925.925.927,-327.153.762.268.266,Low,Decline,326,8,259.475.078.614.197,232.217.047.501.309
2004,657,53033000201,02.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,01.09,893,925.925.925.925.927,124.716.553.287.982,Low,Significant Rise,836,12,194.461.763.249.207,186.515.780.841.956
2004,658,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,1.56,988,645.161.290.322.581,122.950.819.672.131,Low,Significant Rise,452,52,674.933.648.599.243,105.508.179.265.194
2004,659,53033005304,53.04,Census Tract 53.04,University District,7.2,0,0,0,0,0,0,0,0,786.047.098.052.979,408.312.606.626.598
2004,660,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2.18,1492,925.925.925.925.927,10.840.108.401.084,High,Significant Rise,54,5,131.416.884.516.602,156.516.663.663.576
2004,661,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,1.9,1108,106.382.978.723.404,109.489.051.094.891,Medium,Significant Rise,1161,60,165.457.982.751.465,577.569.998.668.964
2004,662,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2.34,1748,429.184.549.356.214,402.067.777.139.575,High,Significant Rise,501,13,36.398.331.784.668,121.437.792.365.382
2004,663,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,1.55,1207,64.935.064.935.065,108.877.721.943.049,Medium,Significant Rise,79,5,22.245.158.163.269,287.463.735.215.772
2004,664,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2.34,1511,862.068.965.517.242,107.023.411.371.237,High,Significant Rise,316,13,201.861.436.813.354,648.438.948.226.953
2004,665,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2.12,1408,47.393.364.928.911,499.643.112.062.812,High,Significant Rise,1675,12,162.255.890.014.648,58.732.165.106.452
2004,666,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2.65,1887,114.503.816.793.892,112.540.192.926.045,High,Significant Rise,162,7,623.880.494.293.213,124.939.648.041.578
2004,667,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,1.21,1080,833.333.333.333.334,10.289.990.645.463,Low,Significant Rise,52,4,107.922.624.648.438,169.243.685.147.596
2004,668,53033009900,99,Census Tract 99,North Delridge,2.1,1.66,985,121.951.219.512.195,112.936.344.969.199,Medium,Significant Rise,470,17,70.254.374.707.016,646.336.615.792.341
2004,669,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,02.05,952,985.221.674.876.848,106.157.112.526.539,Medium,Significant Rise,128,11,274.243.056.749.573,296.182.112.966.095
2004,670,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2.26,1258,134.529.147.982.062,104.417.670.682.731,High,Significant Rise,509,52,181.506.256.758.423,188.745.831.831.158
2004,671,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,01.07,751,943.396.226.415.095,107.671.601.615.074,Low,Significant Rise,268,13,126.711.735.070.038,158.498.135.377.743
2004,672,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,1.18,822,854.700.854.700.855,11.070.110.701.107,Low,Significant Rise,113,13,169.241.732.272.644,247.040.405.747.324
2004,673,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,1.16,1018,869.565.217.391.305,992.063.492.063.492,Low,Significant Rise,565,6,132.733.691.432.037,174.780.591.593.666
2004,674,53033010701,107.01,Census Tract 107.01,High Point,2.2,0.91,787,0,510.855.683.269.476,Low,Rise,199,4,15.726.285.722.641,213.023.651.802.902
2004,675,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,1.33,881,757.575.757.575.758,103.211.009.174.312,Low,Significant Rise,317,20,154.620.140.646.667,237.749.471.378.089
2004,676,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,100.311.588.856.812,208.281.661.958.069
2004,677,53033000402,04.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,1.26,846,800.000.000.000.001,954.653.937.947.494,Low,Significant Rise,485,28,193.622.205.229.187,213.971.752.981.976
2004,678,53033000300,3,Census Tract 3,Haller Lake,9.5,01.02,773,990.099.009.900.991,104.575.163.398.693,Low,Significant Rise,83,7,130.338.645.966.187,172.980.295.354.457
2004,679,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,1.73,1186,116.959.064.327.485,110.826.939.471.441,Medium,Significant Rise,344,34,102.898.184.570.313,129.453.948.643.709
2004,680,53033003000,30,Census Tract 30,Whittier Heights,10.2,1.79,1121,112.994.350.282.486,108.205.590.622.182,Medium,Significant Rise,177,23,160.722.220.088.196,16.061.947.620.856
2004,681,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2.1,1320,961.538.461.538.462,114.942.528.735.632,High,Significant Rise,516,28,960.902.608.453.369,171.644.547.776.423
2004,682,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2.27,1345,88.888.888.888.889,105.184.072.126.221,High,Significant Rise,143,11,205.753.927.101.746,231.476.459.804.202
2004,683,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2.44,994,826.446.280.991.736,101.626.016.260.163,High,Significant Rise,188,16,146.967.967.441.101,161.399.218.598.102
2004,684,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,1.28,872,158.730.158.730.159,104.287.369.640.788,Low,Significant Rise,108,8,104.813.349.800.415,132.009.092.050.947
2004,685,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2.49,1614,204.918.032.786.886,215.189.873.417.722,High,Significant Rise,724,21,36.155.008.977.356,114.999.407.456.685
2004,686,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2.34,1604,129.870.129.870.129,126.262.626.262.626,High,Significant Rise,388,31,328.014.799.505.615,85.938.649.046.644
2004,687,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2.16,1382,934.579.439.252.337,109.729.334.308.705,High,Significant Rise,361,32,789.227.058.761.597,1.974.010.787.087
2004,688,53033008004,80.04,Census Tract 80.04,Belltown,13.1,02.07,1600,485.436.893.203.873,376.411.543.287.327,High,Significant Rise,738,7,290.832.663.348.389,149.449.795.882.911
2004,689,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2.37,1537,128.205.128.205.129,111.842.105.263.158,High,Significant Rise,402,7,212.204.371.142.578,872.099.942.149.515
2004,690,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,02.04,1261,990.099.009.900.991,104.166.666.666.667,High,Significant Rise,1187,40,156.550.771.533.203,522.086.848.686.108
2004,691,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,0,0,0,0,0,0,0,0,337.459.639.306.641,79.848.635.220.016
2004,692,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,1.62,1006,125,141.129.032.258.065,Medium,Significant Rise,419,19,10.204.645.644.455,137.327.653.894.052
2004,693,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,0,0,0,0,0,0,0,0,162.908.136.344.757,288.975.986.341.236
2004,694,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,01.09,664,186.915.887.850.467,137.404.580.152.672,Low,Significant Rise,67,3,123.230.567.394.714,172.015.467.858.114
2004,695,53033004703,47.03,Census Tract 47.03,Ballard,10.4,1.88,1050,107.526.881.720.429,105.871.029.836.381,Medium,Significant Rise,408,51,130.309.181.381.531,187.188.593.915.212
2004,696,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,0.99,759,0,930.851.063.829.787,Low,Significant Rise,122,5,102.702.716.852.112,131.470.305.998.084
2004,697,53033000403,04.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,1.18,894,854.700.854.700.855,101.694.915.254.237,Low,Significant Rise,409,11,788.118.592.349.243,140.970.266.947.453
2004,698,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,02.09,1339,966.183.574.879.228,980.392.156.862.745,High,Significant Rise,608,26,119.277.886.225.891,320.945.033.857.248
2004,699,53033004600,46,Census Tract 46,Green Lake,9.4,1.49,936,136.054.421.768.708,12.987.012.987.013,Low,Significant Rise,65,7,278.293.687.579.956,255.142.239.990.877
2004,700,53033004702,47.02,Census Tract 47.02,Ballard,10.4,02.08,1251,146.341.463.414.635,105.008.077.544.426,High,Significant Rise,410,37,2.867.507.734.375,695.644.967.487.604
2004,701,53033002700,27,Census Tract 27,Green Lake,9.4,1.33,966,152.671.755.725.191,104.602.510.460.251,Low,Significant Rise,257,21,170.580.792.767.029,219.428.352.783.745
2004,702,53033001800,18,Census Tract 18,Licton Springs,9.2,1.39,973,145.985.401.459.853,124.869.927.159.209,Low,Significant Rise,583,56,101.828.822.714.539,13.946.100.028.213
2004,703,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,1.93,1126,104.712.041.884.817,107.719.928.186.715,Medium,Significant Rise,734,41,286.519.363.619.995,784.530.321.659.896
2004,704,53033005303,53.03,Census Tract 53.03,University District,7.2,0,0,0,0,0,0,0,0,243.497.844.945.679,339.046.213.661.119
